Período,Domínio,Únicas,Duplicadas,Total
01/01/2018 a 31/01/2018,youtube.com,95,55,150
01/01/2018 a 31/01/2018,mega.nz,69,7,76
01/01/2018 a 31/01/2018,google.com.br,157,42,199
01/01/2018 a 31/01/2018,twitter.com,151,94,245
01/01/2018 a 31/01/2018,imagefap.com,109,6,115
,,,,
01/02/2018 a 28/02/2018,instagram.com,71,786,857
01/02/2018 a 28/02/2018,facebook.com,524,227,751
01/02/2018 a 28/02/2018,xvideos.com,161,53,214
01/02/2018 a 28/02/2018,youtube.com,109,15,124
01/02/2018 a 28/02/2018,mega.nz,63,9,72
01/02/2018 a 28/02/2018,google.com.br,218,6,224
01/02/2018 a 28/02/2018,pornhub.com,103,12,115
01/02/2018 a 28/02/2018,twitter.com,119,53,172
01/02/2018 a 28/02/2018,imagefap.com,123,16,139
01/02/2018 a 28/02/2018,youtu.be,56,43,99
,,,,
01/03/2018 a 31/03/2018,instagram.com,58,30,88
01/03/2018 a 31/03/2018,facebook.com,746,296,1042
01/03/2018 a 31/03/2018,xvideos.com,220,54,274
01/03/2018 a 31/03/2018,youtube.com,101,17,118
01/03/2018 a 31/03/2018,openload.co,42,4,46
01/03/2018 a 31/03/2018,4shared.com,38,1,39
01/03/2018 a 31/03/2018,google.com.br,76,8,84
01/03/2018 a 31/03/2018,twitter.com,334,119,453
01/03/2018 a 31/03/2018,imagefap.com,160,28,188
01/03/2018 a 31/03/2018,imgsrc.ru,40,24,64
,,,,
01/04/2018 a 30/04/2018,instagram.com,72,223,295
01/04/2018 a 30/04/2018,facebook.com,605,289,894
01/04/2018 a 30/04/2018,xvideos.com,144,32,176
01/04/2018 a 30/04/2018,youtube.com,70,35,105
01/04/2018 a 30/04/2018,tumblr.com,42,11,53
01/04/2018 a 30/04/2018,mega.nz,43,21,64
01/04/2018 a 30/04/2018,google.com.br,118,5,123
01/04/2018 a 30/04/2018,twitter.com,215,69,284
01/04/2018 a 30/04/2018,imagefap.com,50,8,58
01/04/2018 a 30/04/2018,imgsrc.ru,57,39,96
,,,,
01/05/2018 a 31/05/2018,instagram.com,71,391,462
01/05/2018 a 31/05/2018,whatsapp.com,39,29,68
01/05/2018 a 31/05/2018,facebook.com,445,153,598
01/05/2018 a 31/05/2018,xvideos.com,171,40,211
01/05/2018 a 31/05/2018,youtube.com,78,13,91
01/05/2018 a 31/05/2018,google.com.br,104,8,112
01/05/2018 a 31/05/2018,twitter.com,191,447,638
01/05/2018 a 31/05/2018,155chan.top,39,62,101
01/05/2018 a 31/05/2018,vk.com,67,19,86
01/05/2018 a 31/05/2018,imgsrc.ru,64,45,109
,,,,
01/06/2018 a 30/06/2018,instagram.com,42,12,54
01/06/2018 a 30/06/2018,facebook.com,499,419,918
01/06/2018 a 30/06/2018,xvideos.com,99,16,115
01/06/2018 a 30/06/2018,youtube.com,63,17,80
01/06/2018 a 30/06/2018,tumblr.com,52,9,61
01/06/2018 a 30/06/2018,mega.nz,88,11,99
01/06/2018 a 30/06/2018,google.com.br,80,3,83
01/06/2018 a 30/06/2018,pornhub.com,65,13,78
01/06/2018 a 30/06/2018,twitter.com,192,72,264
01/06/2018 a 30/06/2018,riodenojeira.xyz,43,1787,1830
,,,,
01/07/2018 a 31/07/2018,instagram.com,72,21,93
01/07/2018 a 31/07/2018,facebook.com,434,173,607
01/07/2018 a 31/07/2018,xvideos.com,186,59,245
01/07/2018 a 31/07/2018,youtube.com,67,79,146
01/07/2018 a 31/07/2018,tumblr.com,56,4,60
01/07/2018 a 31/07/2018,mega.nz,65,14,79
01/07/2018 a 31/07/2018,mail.ru,59,5,64
01/07/2018 a 31/07/2018,google.com.br,86,9,95
01/07/2018 a 31/07/2018,pornhub.com,51,19,70
01/07/2018 a 31/07/2018,twitter.com,205,77,282
,,,,
01/08/2018 a 31/08/2018,instagram.com,93,361,454
01/08/2018 a 31/08/2018,facebook.com,434,223,657
01/08/2018 a 31/08/2018,xvideos.com,124,31,155
01/08/2018 a 31/08/2018,youtube.com,66,15,81
01/08/2018 a 31/08/2018,tumblr.com,207,15,222
01/08/2018 a 31/08/2018,mega.nz,62,9,71
01/08/2018 a 31/08/2018,mail.ru,51,1,52
01/08/2018 a 31/08/2018,google.com.br,42,2,44
01/08/2018 a 31/08/2018,twitter.com,128,58,186
01/08/2018 a 31/08/2018,imgsrc.ru,43,21,64
,,,,
01/09/2018 a 30/09/2018,instagram.com,200,291,491
01/09/2018 a 30/09/2018,facebook.com,1151,554,1705
01/09/2018 a 30/09/2018,xvideos.com,111,25,136
01/09/2018 a 30/09/2018,youtube.com,97,46,143
01/09/2018 a 30/09/2018,155chan.gr,53,142,195
01/09/2018 a 30/09/2018,tumblr.com,278,33,311
01/09/2018 a 30/09/2018,off-cams.com,44,8,52
01/09/2018 a 30/09/2018,google.com.br,101,15,116
01/09/2018 a 30/09/2018,pornhub.com,72,26,98
01/09/2018 a 30/09/2018,twitter.com,292,110,402
,,,,
01/10/2018 a 31/10/2018,instagram.com,579,1061,1640
01/10/2018 a 31/10/2018,facebook.com,9240,3624,12864
01/10/2018 a 31/10/2018,xvideos.com,152,44,196
01/10/2018 a 31/10/2018,youtube.com,221,56,277
01/10/2018 a 31/10/2018,155chan.gr,80,173,253
01/10/2018 a 31/10/2018,nnhoney.com,78,2,80
01/10/2018 a 31/10/2018,peticaopublica.com.br,953,4945,5898
01/10/2018 a 31/10/2018,google.com.br,67,5,72
01/10/2018 a 31/10/2018,twitter.com,840,534,1374
01/10/2018 a 31/10/2018,youtu.be,96,47,143
,,,,
01/11/2018 a 30/11/2018,instagram.com,180,74,254
01/11/2018 a 30/11/2018,facebook.com,669,464,1133
01/11/2018 a 30/11/2018,xvideos.com,93,35,128
01/11/2018 a 30/11/2018,youtube.com,58,13,71
01/11/2018 a 30/11/2018,155chan.gr,71,162,233
01/11/2018 a 30/11/2018,tumblr.com,47,38,85
01/11/2018 a 30/11/2018,mega.nz,54,18,72
01/11/2018 a 30/11/2018,pornhub.com,49,5,54
01/11/2018 a 30/11/2018,twitter.com,340,398,738
01/11/2018 a 30/11/2018,imgsrc.ru,43,34,77
,,,,
01/12/2018 a 31/12/2018,instagram.com,136,120,256
01/12/2018 a 31/12/2018,whatsapp.com,62,30,92
01/12/2018 a 31/12/2018,facebook.com,654,282,936
01/12/2018 a 31/12/2018,xvideos.com,108,47,155
01/12/2018 a 31/12/2018,155chan.gr,39,123,162
01/12/2018 a 31/12/2018,google.com,46,30,76
01/12/2018 a 31/12/2018,mega.nz,109,28,137
01/12/2018 a 31/12/2018,jpg4.club,44,2,46
01/12/2018 a 31/12/2018,twitter.com,423,179,602
01/12/2018 a 31/12/2018,youtu.be,39,8,47
